Unnamed: 0,comments,label
587,"['hasbunallah', 'wanikmal', 'wakil', 'nikmal', 'maula', 'wanikman', 'nasir', 'lahaula', 'walaquwata', 'illabillah', 'hil', 'aliyil', 'adzim', 'free', 'and', 'save', 'palestina']",1.0
588,['jijik'],0.0
589,['jijik'],0.0
590,"['sudah', 'karakter', 'bawa']",0.0
591,"['inti', 'jangan', 'moncong', 'putih']",0.0
592,"['gibran', 'og', 'gibran', 'gemessh']",1.0
593,"['ganjar', 'pranowo', 'mahfud', 'md']",1.0
594,"['jangan', 'sampai', 'rakyat', 'indonesia', 'di', 'pimpin', 'kakek', 'tua', 'sama', 'bocil', 'ngantuk']",0.0
595,"['menghianati', 'redbull', 'adalah', 'hallal', 'hukum']",0.0
596,"['politik', 'itu', 'kejam', 'tidak', 'kenal', 'kawan', 'atau', 'lawan', 'terkadang', 'juga', 'tidak', 'etika', 'demi', 'capai', 'tuju', 'politik', 'nya']",0.0
597,"['jangan', 'mau', 'jadi', 'tugas', 'partai']",1.0
598,"['saya', 'dulu', 'dukung', 'jokowi', 'telah', 'tahu', 'status', 'lewat', 'jalan', 'tol', 'maka', 'saya', 'mantap', 'dukung', 'ganjar', 'mahfud', 'yang', 'integritas', 'dan', 'punya', 'kapabilitas', 'mimpin', 'negeri', 'ri']",1.0
599,"['siapa', 'presiden', 'jangan', 'yang', 'dp', 'kerja', 'nol', 'besar']",0.0
600,"['politik', 'muluu', 'yang', 'muncul', 'beranda', 'sampai', 'enek', 'baca']",0.0
601,"['teu', 'nanaon']",0.0
602,"['khianat', 'reformasi', 'juga']",0.0
603,"['pamit', 'mundur', 'gegara', 'caplin']",0.0
604,"['dapat', 'saya', 'seperti', 'pak', 'jkw', 'hendak', 'siap', 'gibran', 'untuk', 'periode', 'misal', 'hasil', 'jadi', 'wapres', 'lanjut', 'adalah', 'calon presiden', 'untuk', 'periode', 'karena', 'sekarang', 'dia', 'sudah', 'di', 'golkar', 'kans', 'untuk', 'jadi', 'tum', 'golkar', 'cukup', 'besar', 'telah', 'jadi', 'wapres']",1.0
605,"['ini', 'nama', 'kerja', 'sama', 'kiri', 'kanan', 'ada', 'orang', 'pdi']",0.0
606,"['yang', 'satu', 'khianat', 'dukung', 'nya', 'dulu', 'yang', 'satu', 'khianat', 'partai', 'nya', 'cocok']",0.0
607,"['anti', 'banteng']",0.0
608,"['pilih', 'prabowo', 'apalagi', 'ganjar', 'sama', 'saja', 'jaya', 'banteng', 'no', 'banteng', 'dan', 'dinasty']",0.0
609,"['sesuatu', 'yang', 'mulai', 'dengan', 'cara', 'yang', 'tidak', 'baik', 'akan', 'temu', 'tidak', 'baik', 'pada', 'ujung']",0.0
610,"['sekarep', 'mu', 'putra', 'mahkota']",0.0
611,"['biasa', 'memang']",0.0
